FID,Flood_Binary,DEM_cut_rs,Soil_types,River_dens,Distance_t,Land_use_2,Curve_Stud,Aspect_Stu,Slope_Stud,POINT_X,POINT_Y
0,1,236,2,0.88211,304.0969849,10,0.018469101,265.3370056,2.617919922,-97.25771392,49.44786348
1,0,237,2,0,1524.030029,15,0.0690303,12.13879967,0.668612003,-97.24033906,49.44760036
2,0,237,2,0,18112.5,15,0,-1,0,-97.55975164,49.45175024
3,0,233,2,0,5625.52002,15,0.0208166,62.99649811,2.039710045,-97.34874728,49.44865966
4,0,236,1,0,15359,15,0,-1,0,-97.51508002,49.45064549
5,0,237,1,0,12739.40039,15,0,22.5053997,0.054760199,-97.47204903,49.45008489
6,1,231,2,0.749381006,200.6889954,15,0.0182888,117.2929993,1.544319987,-97.26644901,49.44664545
7,0,239,2,0.079771303,975.2310181,15,0,-1,0,-97.24783347,49.44636484
8,0,236,1,0,15112,15,0,-1,0,-97.5117944,49.44979367
9,0,236,2,0,17143.19922,15,0,-1,0,-97.54573096,49.44995559
10,0,234,1,0,11268.7002,15,0.082538798,99.0401001,2.872649908,-97.45015432,49.44871405
11,0,238,2,0,7282.200195,15,-0.038783699,38.21549988,0.328354001,-97.38147571,49.4477731
12,0,239,2,0,6187.620117,15,-0.0420065,27.13540077,0.231441006,-97.36204021,49.44722955
13,0,238,2,0,4894.02002,15,0,-1,0,-97.18622732,49.4446052
14,0,237,2,0,4022.550049,15,0.090089202,172.1369934,1.67385006,-97.19864667,49.44452949
15,0,237,2,0,6313.470215,15,-0.030470001,191.7489929,1.132699966,-97.36537678,49.44646717
16,0,233,2,0,5264.359863,15,-0.00744444,275.0440063,3.227400064,-97.34551927,49.44618473
17,0,238,1,0,10878.59961,15,-0.081212498,80.10350037,0.806138992,-97.44566292,49.44676472
18,0,235,2,0,10068.7998,15,0,-1,0,-97.43283767,49.44659161
19,0,237,2,0,5865.959961,15,-0.152046993,180,1.488899946,-97.3583709,49.44555832
20,1,229,1,0.796998978,15,18,-0.018570701,60.93840027,0.552709997,-97.26405265,49.4441807
21,0,237,2,0,3491.199951,17,0.0405779,286.2099915,1.570639968,-97.20572795,49.44329027
22,0,239,2,0,1347.25,15,0,-1,0,-97.2843316,49.44421352
23,1,236,2,0,2389.620117,15,0,-1,0,-97.29923298,49.44416382
24,0,239,2,0,1395.160034,15,0,-1,0,-97.28516834,49.44395607
25,0,236,2,0,10138,15,0,-1,0,-97.4349406,49.44554064
26,1,236,2,0,2261.52002,15,0.078677602,86.09860229,0.425700009,-97.29759699,49.44360001
27,1,228,1,0.783973992,7.5,18,-0.00849176,153.1210022,1.123070002,-97.2636771,49.44309559
28,0,237,2,0,17914.80078,15,0,-1,0,-97.56155678,49.44664536
29,0,237,2,0,7065.160156,15,0.086753398,89.06500244,0.653163016,-97.38367734,49.44375594
30,0,234,2,0,5006.379883,17,0.164480001,227.9299927,5.510350227,-97.34520546,49.44321173
31,1,232,2,0.726270974,200.6889954,15,-0.075322203,97.54650116,1.743280053,-97.2674475,49.44180282
32,0,238,2,0,2131.209961,15,0,-1,0,-97.22442958,49.44115018
33,0,235,1,0,12589.7998,15,0,-1,0,-97.47431038,49.44390792
34,0,237,2,0,9189.150391,15,0,-1,0,-97.42177131,49.44320273
35,0,238,2,0,2697.120117,15,-0.0236602,-0.912446022,0.130358994,-97.30718558,49.44158187
36,0,235,1,0,12412.40039,15,0,-1,0,-97.47183656,49.44360539
37,0,239,2,0.00262059,1007.909973,15,0,-1,0,-97.28072182,49.44092151
38,0,238,2,0,6974.899902,15,0.044314601,58.07920074,0.907272995,-97.15583036,49.43845708
39,0,237,2,0,16895.09961,15,0,-1,0,-97.54756936,49.4437719
40,0,235,1,0,12128.7998,15,0,-1,0,-97.46813849,49.44274687
41,0,236,2,0,15872.2002,16,0,-1,0,-97.53144266,49.44329834
42,0,235,1,0,12735.2002,15,0,-1,0,-97.47848914,49.44261367
43,0,237,2,0,9137.780273,15,0,-1,0,-97.42222828,49.44185965
44,0,237,2,0,6283.459961,11,0.0588472,192.3000031,1.059200048,-97.37259726,49.44090187
45,0,235,1,0,12905.59961,17,0,-1,0,-97.48222903,49.4421231
46,1,229,1,0.775816977,15,18,-0.00128516,125.75,1.144400001,-97.26464722,49.43906215
47,0,240,2,0.700443983,355.9140015,15,0,-1,0,-97.2563749,49.43893769
48,0,237,2,0,16955.5,15,0,-1,0,-97.54966977,49.44271882
49,0,239,2,0,1702.02002,15,-0.017676299,209.3040009,0.987959981,-97.29112842,49.43918672
50,0,239,2,0,5407.720215,15,-0.0231693,173.7089996,0.704957008,-97.17738713,49.43744959
51,0,232,1,0,10404.5,15,0.095032804,108.1230011,2.69362998,-97.44294632,49.44106105
52,0,238,2,0,4595.660156,15,0,-1,0,-97.18857384,49.43708567
53,0,235,2,0,11522.2002,15,0,-1,0,-97.46033753,49.44075421
54,0,237,2,0,1684.47998,15,0.048980501,107.5690002,0.34047401,-97.2291155,49.4374439
55,0,239,2,0,5621.680176,15,-0.046506099,0.054532699,0.241310999,-97.36274141,49.43860381
56,0,238,2,0,4954.700195,15,0,-1,0,-97.35158237,49.43817539
57,0,239,2,0,7675.709961,15,0,-1,0,-97.40164997,49.43833864
58,0,239,2,0,4528.189941,15,0.093784697,152.7890015,0.742524981,-97.34499157,49.43727164
59,1,230,1,0.807592988,207.8970032,15,-0.0203746,19.86560059,0.314754009,-97.26557912,49.4361076
60,0,239,2,0,5898.240234,15,0.0257743,10.78719997,0.172377005,-97.17045658,49.43464143
61,0,231,1,0,10084.2998,14,0.217345998,179.0970001,2.609479904,-97.4401362,49.43832454
62,0,235,2,0.699404001,561.8499756,15,0.040080398,101.4209976,1.007940054,-97.2713884,49.43565487
63,0,236,2,0,14445.2002,15,0,-1,0,-97.51254284,49.43873897
64,0,239,2,0,6885.419922,15,-0.033542801,63.0707016,0.736876011,-97.15684964,49.43334582
65,0,236,2,0,15288,14,0,-1,0,-97.5266237,49.43837953
66,0,237,2,0,3267.76001,15,0.00952011,38.00419998,0.656266987,-97.32272071,49.43506164
67,0,237,2,0,6309.189941,15,-0.00867119,77.24720001,1.079489946,-97.38104805,49.43562322
68,0,235,2,0,11349.5,15,0,-1,0,-97.46129994,49.43644922
69,0,241,2,0,3990.870117,15,0.037779901,170.1119995,1.377990007,-97.3384557,49.43474911
70,1,233,2,0,5025.580078,10,0.066575401,192.4329987,2.248470068,-97.18253958,49.43240319
71,0,232,2,0,3627.48999,15,0.193765998,150.1999969,1.700369954,-97.33184731,49.43438408
72,0,237,2,0,8660.429688,15,0,-1,0,-97.42036791,49.43535752
73,0,237,2,0,2136.699951,15,0.129734993,102.038002,0.777289987,-97.30538696,49.4337294
74,0,233,2,0.968123019,545.5960083,15,-0.042969,26.90780067,0.399122,-97.26942487,49.43265696
75,0,236,2,0,9239.549805,15,0,-1,0,-97.42990702,49.43467786
76,1,230,1,0.918633997,248.746994,15,-0.0148092,32.52690125,0.175945997,-97.26488518,49.43231905
77,0,237,2,0,1324.339966,15,0.024832301,79.84349823,0.764410973,-97.23386851,49.43184938
78,0,234,2,0,5784.069824,15,0.030580301,184.7709961,0.884046972,-97.37407907,49.43363638
79,0,236,2,0,11440.7998,15,0,-1,0,-97.46549524,49.43461594
80,0,238,2,0,1596.140015,17,0.101856999,37.57929993,1.383780003,-97.29841209,49.43200776
81,0,236,2,0,13368.5,15,0,-1,0,-97.49901547,49.43451622
82,0,238,2,0,1185.949951,15,0.0156608,14.64710045,0.234614998,-97.23639818,49.43053866
83,1,233,2,0,1367.800049,15,0.037175301,235.8269958,3.004430056,-97.29554518,49.43115593
84,0,241,2,0,3571.47998,15,0.00651783,4.005360126,0.040796101,-97.3352565,49.4314647
85,1,237,2,0,1699.900024,17,-0.025544601,134.5829926,1.648069978,-97.3005172,49.43095926
86,0,238,2,0,3432.709961,15,0,-1,0,-97.20498927,49.42951552
87,0,238,2,0,4147.899902,15,0,-1,0,-97.19506474,49.42936099
88,0,236,2,0,9237.5,15,0,-1,0,-97.43163891,49.43227259
89,1,235,2,0,1736.050049,17,-0.027424499,146.8350067,3.968199968,-97.30137227,49.43016223
90,0,238,2,0,4073.02002,15,0,-1,0,-97.3452185,49.43052825
91,0,240,2,0,5443.390137,15,0,-1,0,-97.17732347,49.42800317
92,0,236,2,0,12609.7002,15,0,-1,0,-97.48874114,49.43222349
93,0,239,2,0,7150.629883,15,0,-1,0,-97.40023236,49.4310327
94,0,242,2,0,2508.679932,15,-0.0065567,237.5939941,0.996851981,-97.3158651,49.42983452
95,0,236,2,0,14724.09961,15,0,-1,0,-97.52350068,49.43213287
96,0,242,2,0,2928.149902,15,-0.016653201,10.15410042,0.091753498,-97.32580873,49.42943921
97,0,236,2,0,10168.2998,14,0,-1,0,-97.44699313,49.43086067
98,0,234,2,0,1915.01001,17,0.0474656,277.6419983,4.019720078,-97.30432292,49.42858634
99,1,236,2,0,1230.640015,15,-0.0485599,245.6119995,3.57543993,-97.29481158,49.42844645
100,0,236,2,0,12426.7998,15,0,-1,0,-97.48712821,49.43085308
101,0,237,2,0,15476.2002,15,0,-1,0,-97.53676843,49.4312221
102,0,236,2,0,5632.240234,15,0,-1,0,-97.37712556,49.42909148
103,1,228,1,0.856049001,25.60659981,18,0.054258902,98.75180054,0.902733982,-97.2658835,49.42747642
104,0,237,2,0,13934.09961,15,-0.0232215,240.2550049,1.004539967,-97.51196041,49.43063562
105,0,236,2,0,4976.990234,17,0,-1,0,-97.36596852,49.42866446
106,0,239,2,0.403679013,659.1469727,15,0,-1,0,-97.25348753,49.42701995
107,0,237,2,0,16464.19922,15,0,-1,0,-97.55291505,49.43088559
108,0,236,2,0,11781,15,0,-1,0,-97.47722704,49.42991351
109,0,241,2,0,2349.73999,15,-0.020368701,86.10099792,0.461362004,-97.31676605,49.42768871
110,0,236,2,0,14132.40039,15,0,-1,0,-97.51569907,49.43014395
111,0,239,2,0,4595.27002,15,0,-1,0,-97.18982796,49.42550095
112,0,237,2,0,16277.40039,15,0,-1,0,-97.55044931,49.43031498
113,0,239,2,0,7171.240234,15,0,-1,0,-97.40280143,49.42836958
114,0,239,2,0,7751.549805,15,0,-1,0,-97.41190842,49.42822517
115,0,236,2,0,12312.2002,15,0,-1,0,-97.48718629,49.4289648
116,0,237,2,0,1336.52002,15,0,-1,0,-97.23906291,49.42545179
117,1,229,1,0.887664974,15,18,0.0110916,10.50020027,0.046321899,-97.27297966,49.42569357
118,0,239,2,0.477728993,639.7459717,15,0.025467999,17.75880051,0.166010007,-97.2564395,49.4254453
119,0,236,2,0,4119.810059,15,0,-1,0,-97.35238463,49.42658262
120,0,235,2,0,4661.379883,15,-0.014773,28.64850044,0.108024999,-97.36314547,49.42646561
121,0,237,2,0,8002.22998,15,0,-1,0,-97.14275253,49.42313501
122,0,236,2,0,4074.340088,15,0,-1,0,-97.35282526,49.4257793
123,0,236,2,0,14828.09961,15,0,-1,0,-97.52942031,49.42789053
124,1,231,2,0,9033.669922,15,0.243812993,106.7340012,2.011940002,-97.43223307,49.42661351
125,0,239,2,0,1876.560059,15,-0.0568472,53.2242012,0.357786,-97.31148273,49.424913
126,0,239,2,0,1843.170044,15,0.0107481,122.0849991,1.040500045,-97.31065571,49.42490092
127,0,237,2,0,13051.59961,15,0,-1,0,-97.50089199,49.42725429
128,0,236,2,0,10100.2998,15,0,-1,0,-97.45167846,49.4266057
129,0,239,2,0.32475999,852.0999756,15,-0.071167603,45.04679871,0.545459986,-97.25485248,49.42353228
130,0,239,2,0,6540.600098,15,0,-1,0,-97.39545422,49.42529933
131,0,234,2,0,4906.879883,14,-0.0366471,25.4612999,0.886732996,-97.36940213,49.42493483
132,1,231,1,0,1029.98999,15,0.128804997,234.9440002,3.509939909,-97.29248956,49.42382444
133,1,231,1,0.905658007,195,15,-0.044996999,67.98529816,1.311300039,-97.27264193,49.42352959
134,0,236,2,0,3736.51001,15,0,-1,0,-97.34916691,49.42383806
135,1,235,2,0.905403018,171.6820068,15,-0.086455204,293.5889893,4.305210114,-97.27018946,49.42268331
136,0,239,2,0,6352.689941,15,0,-1,0,-97.39342181,49.42419165
137,1,231,1,0.908460021,288.92099,15,0.124886997,79.05249786,4.280560017,-97.27226634,49.4224445
138,0,239,2,0,2552.070068,15,0,26.0170002,0.104593001,-97.22223635,49.42168597
139,0,236,2,0,10251.40039,15,0,-1,0,-97.45670033,49.4247838
140,0,238,2,0,7406.700195,15,-0.034824502,46.73550034,0.214716002,-97.40955791,49.42414489
141,0,229,1,0.842826009,181.8670044,5,0.000115388,7.076159954,0.031625599,-97.28095886,49.42230422
142,1,237,2,0,8815.849609,15,-0.088728897,50.31930161,2.357660055,-97.43106986,49.42416896
143,0,237,2,0,3486.300049,15,0,-1,0,-97.20819837,49.4209295
144,0,239,2,0,2908.100098,15,0,-1,0,-97.21730414,49.42080041
145,1,229,1,0.755348027,375.6000061,15,0.086449802,86.28900146,0.935597003,-97.28388146,49.42153804
146,0,230,1,0.898790002,88.74240112,15,-0.019463301,294.9979858,2.196340084,-97.27686186,49.42116376
147,0,238,2,0,3739.149902,15,0,-1,0,-97.2053534,49.41953602
148,0,239,2,0,6159.779785,15,-0.102922998,152.720993,1.195799947,-97.17022154,49.41871541
149,1,228,1,0.930330992,15,18,0.0244304,96.54029846,0.440899014,-97.27855349,49.42010949
150,0,237,2,0,10863.09961,15,0,-1,0,-97.47001748,49.42226216
151,0,238,2,0,2463.060059,15,0,-1,0,-97.22730482,49.41879525
152,0,238,2,0,3817.290039,15,0,-1,0,-97.20497932,49.41845074
153,0,237,2,0,1508.599976,15,0,-1,0,-97.24798656,49.41884067
154,0,238,2,0,2103.159912,15,0,-1,0,-97.23516986,49.41864572
155,0,234,2,0,3927.219971,15,-0.0450394,144.7480011,0.690792024,-97.35797665,49.4201854
156,0,236,2,0,7827.459961,15,0.0399689,24.90439987,0.205566004,-97.14712075,49.41699809
157,0,237,2,0,12585,15,-0.000404116,8.045479774,0.104792997,-97.49857527,49.42182697
158,0,238,2,0.628324986,657.7800293,15,-0.0325859,50.45560074,0.418846995,-97.29059079,49.41893877
159,0,237,2,0,15221.2002,15,0,-1,0,-97.540763,49.42209728
160,0,239,2,0,5872.399902,15,0,-1,0,-97.17569609,49.41610324
161,1,233,2,0.781639993,136.6660004,15,0.062454298,288.7080078,3.934149981,-97.26913881,49.41727024
162,0,237,2,0,2227.840088,15,0,-1,0,-97.23647785,49.4167766
163,1,228,1,0.811255991,63.59030151,18,0.098261997,275.3800049,1.439419985,-97.27948417,49.4171548
164,0,238,2,0,4259.870117,15,0,-1,0,-97.20010696,49.41594616
165,1,233,1,0,7966.27002,15,0.100838996,228.7680054,2.563329935,-97.42255016,49.4189256
166,0,238,2,0,15642.5,15,0,-1,0,-97.54910523,49.41977351
167,1,235,2,0,8352.330078,15,-0.069394998,143.1049957,2.339720011,-97.43084562,49.4182289
168,1,234,2,0,8285.150391,15,0.147962004,144.7870026,3.610919952,-97.42960519,49.41821206
169,0,240,2,0.069838896,429.2730103,15,-0.033158299,150.5559998,0.797075987,-97.26339832,49.41583481
170,0,239,2,0,4689.290039,15,0,-1,0,-97.19435884,49.41477704
171,0,238,2,0,16176,14,0,-1,0,-97.55738342,49.41960724
172,0,237,2,0,11105.5,15,0,-1,0,-97.4775777,49.41858388
173,0,236,2,0,4595.27002,15,0,-1,0,-97.37172865,49.41714152
174,0,236,2,0,4273.580078,15,0,-1,0,-97.36676718,49.41707154
175,0,235,2,0,2821.709961,15,0,-1,0,-97.3423736,49.41672434
176,0,237,2,0,13605.40039,15,0,-1,0,-97.51853811,49.41830642
177,0,238,2,0,12522.90039,15,0,-1,0,-97.50159314,49.41781818
178,0,236,2,0.048666701,742.6140137,15,0,-1,0,-97.30604655,49.41457854
179,0,237,2,0,10830.7998,15,0,-1,0,-97.47516364,49.41639316
180,0,238,2,0,7814.799805,15,-0.0159066,172.8300018,0.842450976,-97.42430774,49.4157112
181,0,234,2,0,2592.310059,15,-0.0199032,81.76899719,0.682341993,-97.34120601,49.41454866
182,0,235,2,0.107193999,107.1399994,11,0.229601994,236.9069977,4.207849979,-97.26679121,49.41345691
183,0,239,2,0.040842101,525.4290161,15,0,-1,0,-97.26100358,49.41336999
184,0,238,2,0,6225.470215,15,0,14.62419987,0.036399599,-97.17295248,49.41201185
185,0,238,2,0,6785.759766,15,-0.0583499,55.34820175,0.425525993,-97.16468512,49.41188089
186,0,237,2,0,11038.2998,15,0,-1,0,-97.47890156,49.41590267
187,0,235,2,0,5322.680176,15,0,10.11550045,0.0258958,-97.38464326,49.41435418
188,0,233,2,0,1605.140015,14,0.021251399,90.81880188,0.755298972,-97.32262947,49.41347101
189,0,236,2,0,9914.480469,15,0,-1,0,-97.46155292,49.41513338
190,0,236,2,0,10234.7998,15,0,-1,0,-97.46693628,49.41493503
191,1,230,1,0,7516.22998,12,0.212906003,137.1430054,2.48958993,-97.42105204,49.41404759
192,0,237,2,0,3021.340088,15,0,-1,0,-97.22675012,49.41123042
193,0,237,2,0,6102.830078,15,0,-1,0,-97.17590606,49.41043928
194,0,234,2,0,6853.060059,15,0.085746601,36.65599823,0.65891403,-97.40907105,49.41361347
195,0,236,2,0,11288.2998,15,0.00135357,1.059620023,0.00774738,-97.48473994,49.41436016
196,0,239,2,0,5429.149902,15,0,-1,0,-97.18667327,49.41006895
197,0,240,2,0.440481007,226,15,0,-1,0,-97.27390423,49.41113453
198,0,238,2,0,6945.029785,15,0.0305994,80.1631012,0.980665028,-97.41199121,49.41284402
199,0,238,2,0,13705.5,15,0,-1,0,-97.52362955,49.41405375
200,0,236,2,0.046003401,836.1069946,15,0,-1,0,-97.31030117,49.41113254
201,0,237,2,0,3649.469971,15,-0.023827899,45.6629982,0.763480008,-97.21811809,49.40974833
202,0,236,2,0.048938401,594.5380249,15,0,-1,0,-97.30700331,49.41081442
203,0,238,2,0,14018.7002,15,0,-1,0,-97.52902873,49.41331298
204,0,234,2,0,2931.530029,15,0,-1,0,-97.35084144,49.41090839
205,0,238,2,0,16119.7998,15,0,-1,0,-97.56088087,49.41317414
206,1,230,1,0.710103989,129.9019928,15,0.149801001,90,1.488899946,-97.29588855,49.40930177
207,0,235,2,0,1675.910034,15,0,-1,0,-97.33103501,49.40954467
208,0,237,2,0,6500.439941,15,-0.033330102,52.57239914,0.235825002,-97.17230605,49.40714397
209,0,235,2,0,1834.359985,15,0.00752892,8.841890335,0.146328002,-97.33435122,49.40932263
210,0,239,2,0,5592.629883,15,0,1.58901,0.0296335,-97.18678258,49.40710209
211,0,238,2,0,2376.02002,15,0,-1,0,-97.23680645,49.40760608
212,0,237,2,0,6809.589844,15,-0.077630401,88.18119812,0.733601987,-97.16820288,49.40626941
213,0,236,2,0,8019.310059,15,0,-1,0,-97.15001693,49.40597978
214,0,235,2,0,1665.680054,15,0.027726799,28.50390053,0.610163987,-97.33273423,49.40821986
215,0,237,2,0,8460.459961,15,0,-1,0,-97.14383758,49.40534098
216,0,235,2,0,7325.450195,15,0.0399356,39.04859924,0.220030993,-97.4241016,49.40923164
217,0,236,2,0,9077.5,15,0,-1,0,-97.45346182,49.40935828
218,0,236,2,0,8818.509766,15,0,-1,0,-97.44932776,49.4093029
219,0,238,2,0,12029.59961,15,0,-1,0,-97.50101269,49.40971476
220,0,236,2,0,1811.150024,15,0,-1,0,-97.33606858,49.4074583
221,0,233,2,0,3558.860107,15,-0.027904,153.7619934,3.978840113,-97.36253334,49.40756634
222,0,237,2,0.533232987,447.743988,15,-0.113546997,44.18019867,0.747021019,-97.30383564,49.40671997
223,0,237,2,0,10949.5,15,0,-1,0,-97.48449263,49.40895965
224,0,237,2,0,12876.90039,15,0,-1,0,-97.51468001,49.40908158
225,0,236,2,0,1036.089966,15,0,-1,0,-97.32286846,49.40645794
226,0,237,2,0,10184,15,0,-1,0,-97.47294231,49.40799806
227,0,236,2,0,1167.589966,15,0,-1,0,-97.32660702,49.40597239
228,0,238,2,0.061878201,555.4050293,15,0,-1,0,-97.31420649,49.40579221
229,0,236,2,0,7954.970215,15,0,-1,0,-97.15302145,49.40305925
230,0,237,2,0,14565.09961,15,0,-1,0,-97.54075748,49.40833423
231,0,237,2,0,10886.2998,15,0,-1,0,-97.48495585,49.40734654
232,0,237,2,0,10496.09961,15,0,-1,0,-97.47875492,49.4072651
233,0,237,2,0,8062.959961,15,0,-1,0,-97.43948302,49.40674165
234,0,234,2,0,5053.259766,15,-0.061499301,39.09840012,0.330365986,-97.38533989,49.40572821
235,0,232,2,0,4614.029785,15,0.075400397,47.26100159,0.408912003,-97.37831274,49.40562985
236,0,240,2,0.000808539,1005.219971,15,0,-1,0,-97.26877692,49.40404129
237,1,231,1,0,6820.02002,15,0.210537001,74.80020142,3.330329895,-97.41924477,49.40592695
238,0,237,2,0,3110.570068,15,-0.091863401,19.12919998,0.648293972,-97.35724052,49.40506245
239,1,234,2,0.390794009,345.651001,15,-0.0267218,176.5200043,2.409470081,-97.30681262,49.40433481
240,1,229,1,0.801986992,15,18,0,-1,0,-97.29441264,49.40415251
241,1,229,2,0.679764986,213.7169952,15,0.0277886,102.1660004,0.808517992,-97.30103526,49.40398017
242,0,236,2,0,8099.490234,15,0,-1,0,-97.15183221,49.40169089
243,0,238,2,0,15044.09961,15,0,-1,0,-97.54865215,49.4070843
244,0,238,2,0,8658.55957,15,-0.0342675,217.673996,0.916806996,-97.14357685,49.40128872
245,1,231,1,0,6717.5,10,0.410526007,233.6410065,4.630489826,-97.41844402,49.4051064
246,1,229,1,0.68898201,155.1620026,15,0,-1,0,-97.30106319,49.40317098
247,0,238,2,0,3446.310059,15,-0.111772001,73.86340332,0.615823984,-97.22418738,49.40201553
248,0,239,2,0,6197.209961,15,0,-1,0,-97.18329156,49.40084026
249,0,238,2,0,5711.930176,15,-0.033661898,55.32830048,0.236128002,-97.19198034,49.40070663
250,0,237,2,0,9863.330078,15,0,-1,0,-97.47140599,49.40419966
251,0,237,2,0,13278.2002,15,0,-1,0,-97.52391272,49.40461216
252,0,239,2,0,2124.02002,15,-0.100676998,66.43229675,0.554696023,-97.24698619,49.40047445
253,0,237,2,0,12672.7002,15,0,-1,0,-97.51524802,49.40396147
254,0,237,2,0,8823.919922,15,-0.052544899,47.01259995,0.785561025,-97.45531015,49.40317611
255,1,234,1,0.099448197,49.8771019,15,-0.0702231,6.069779873,0.789537013,-97.30899049,49.40112828
256,1,229,1,0.762274981,49.8771019,7,0.106175996,213.6159973,2.167710066,-97.29369817,49.40090356
257,0,237,2,0,3510.73999,15,0.0132027,137.7129974,1.081750035,-97.22467849,49.39986411
258,0,239,2,0.0130548,535.6069946,15,0,-1,0,-97.27924206,49.40041939
259,0,235,2,0,4108.25,15,0,-1,0,-97.37224613,49.40149659
260,0,238,2,0,5941.419922,13,0,-1,0,-97.1895701,49.39877981
261,0,238,2,0,15739.59961,15,0,-1,0,-97.56074351,49.40372725
262,1,234,1,0.421384007,221.9799957,15,-0.00946216,10.94880009,0.166251004,-97.30695177,49.40028883
263,0,237,2,0,10259.2002,15,0,-1,0,-97.47931832,49.40241497
264,1,232,1,0.656253994,361.8720093,15,0.0510028,14.3810997,0.456266999,-97.30241477,49.39995243
265,0,237,2,0,8997.040039,15,0,-1,0,-97.14123978,49.39747296
266,1,236,2,0,5081.330078,15,-0.00295689,120.8919983,1.390390038,-97.39418773,49.40072401
267,1,233,1,0.668636978,324.1530151,15,-0.054657102,35.73730087,0.977055013,-97.30161609,49.39913109
268,0,238,2,0,14666.7002,15,0,-1,0,-97.54590174,49.40219221
269,1,234,1,0.570514023,447.743988,15,0.0221885,5.557260036,1.081140041,-97.30494099,49.39864016
270,0,238,2,0.043448702,712.934021,17,0,-1,0,-97.32561467,49.39867161
271,1,235,1,0.609979987,489.973999,15,-0.073366202,28.52339935,0.896537006,-97.30453699,49.39836437
272,0,236,2,0,4915.129883,15,0,-1,0,-97.39299178,49.39935806
273,0,236,2,0,7517.779785,15,0,-1,0,-97.16652807,49.3957179
274,0,237,2,0,13144.7998,15,0,-1,0,-97.52444738,49.40057104
275,0,236,2,0,8508.519531,15,0,-1,0,-97.15083551,49.39519804
276,0,238,2,0,14944.5,15,0,-1,0,-97.5509177,49.40036615
277,1,230,1,0,6103.120117,10,0.046839401,163.3430023,2.087769985,-97.4153455,49.3985872
278,0,236,2,0,11214.90039,15,0.0617681,-0.507286012,0.733601987,-97.49636479,49.39939958
279,1,236,2,0,5505.040039,15,-0.061810698,241.0930023,1.61187005,-97.40585689,49.397917
280,0,236,2,0,7012.089844,15,0,-1,0,-97.43066382,49.39798658
281,0,237,2,0,13623.09961,17,0,-1,0,-97.53234924,49.39905245
282,0,238,2,0,2865.080078,15,0,-1,0,-97.24182534,49.39445895
283,0,238,2,0,6309.47998,15,0,-1,0,-97.18686598,49.39360989
284,1,230,1,0,5787.180176,15,0.249429002,212.076004,3.350169897,-97.41209992,49.3966536
285,1,231,1,0.95284301,266.223999,15,-0.116360001,47.26440048,0.676258028,-97.29928542,49.39477894
286,0,237,2,0,4162.200195,15,0.016394701,220.4700012,3.088769913,-97.38401406,49.39572465
287,0,238,2,0.043640502,382.7200012,15,0,-1,0,-97.3195442,49.39480537
288,0,239,2,0.481840014,583.4959717,15,0.0356372,20.65519905,0.460705012,-97.28565753,49.39430775
289,0,236,2,0,8829.009766,15,0,-1,0,-97.14846773,49.39219155
290,0,237,2,0,9709.009766,15,0,-1,0,-97.47536021,49.39669568
291,1,235,2,0,3120.969971,15,0.097730502,11.0777998,1.687019944,-97.36212841,49.39487688
292,0,239,2,0.461971015,616.8270264,15,0.019053699,37.93650055,0.764424026,-97.28526307,49.39376216
293,0,239,2,0.287115008,705.3189697,15,0,0.689518988,0.019338001,-97.28278362,49.39372535
294,1,237,2,0,3169.330078,15,-0.113133997,-0.156331003,0.832599998,-97.36420371,49.3946364
295,1,237,2,0,3123.860107,15,-0.126471996,27.66720009,1.731819987,-97.36296391,49.39461885
296,1,230,2,0,2682.73999,15,0.135593995,128.345993,1.501129985,-97.35552516,49.39451326
297,1,238,2,0,2572.449951,15,-0.054764699,204.1649933,1.47803998,-97.35387211,49.39448973
298,1,232,1,0,5189.459961,15,0.279451996,167.7039948,4.458600044,-97.40388656,49.39492129
299,0,237,2,0,13016.2002,15,0,-1,0,-97.52499002,49.39626015
300,1,229,1,0.890415013,15,18,-0.041834,34.52690125,0.368954986,-97.2960354,49.39311186
301,1,234,1,0,5204.700195,15,-0.138172999,158.5160065,5.931210041,-97.40473059,49.39439321
302,0,237,2,0,12030.7002,15,0,-1,0,-97.51095384,49.39554047
303,1,231,2,0,2543.949951,15,0.246782005,245.378006,5.618440151,-97.35433044,49.39314692
304,1,229,1,0.897010028,165,15,0.0135549,78.45490265,1.002099991,-97.29813888,49.39206338
305,0,238,2,0,3174.719971,15,0,-1,0,-97.24111447,49.3912097
306,0,238,2,0,13918.2002,15,0,1.306030035,0.026394499,-97.53866937,49.39508457
307,0,237,2,0,8942.959961,15,0,-1,0,-97.46551657,49.39413665
308,0,236,2,0,5609.5,15,0.050473802,190.7940063,1.053740025,-97.41262626,49.39315258
309,1,229,2,0,2561.929932,15,0.190706,90.36299896,2.306750059,-97.35519298,49.39207973
310,0,237,2,0,11659.90039,15,0,-1,0,-97.50645661,49.39386327
311,0,238,2,0,4617.540039,15,-0.037608702,11.24940014,0.257405013,-97.39693992,49.39239637
312,0,238,2,0,2937.050049,15,-0.094410099,53.76660156,0.676572025,-97.36596418,49.3914229
313,1,229,1,0.852267981,135,15,0,-1,0,-97.29778159,49.39043891
314,0,237,2,0,9057.450195,15,0,-1,0,-97.46845988,49.3925565
315,0,237,2,0,6084.810059,15,0,-1,0,-97.19366546,49.38858881
