FID,Flood_Binary,DEM_cut_rs,Soil_types,River_dens,Distance_t,Land_use_2,Curve_Stud,Aspect_Stu,Slope_Stud,POINT_X,POINT_Y
1076,1,232,2,0.773468971,105,5,-0.0266388,96.46800232,6.61646986,-97.34251084,49.30203214
1077,0,238,2,0,3016.570068,15,0,-1,0,-97.27197771,49.30099869
1078,1,236,2,0,8516.129883,15,0,-1,0,-97.19608702,49.29983861
1079,1,229,1,0.968089998,165,15,0.0405997,78.74259949,0.240406007,-97.33880754,49.30170908
1080,1,236,2,0,3176.139893,15,0,-1,0,-97.39697769,49.30226096
1081,1,236,2,0,2973.290039,15,0,-1,0,-97.39409019,49.30222087
1082,1,236,2,1.418349981,362.6950073,15,0.0250021,26.29969978,0.197395995,-97.32644225,49.30126075
1083,1,239,2,0.399338007,516.7930298,15,-0.00599812,22.54820061,0.070675798,-97.3507876,49.30134097
1084,1,236,2,1.444519997,332.3779907,15,-0.0126955,85.91590118,0.794734001,-97.32686386,49.30099699
1085,1,239,2,0.742213011,165,15,-0.212445006,33.6548996,1.635489941,-97.34337199,49.30096501
1086,1,237,2,0.761071026,135,15,-0.0491951,68.64189911,5.550620079,-97.34295951,49.30095909
1087,1,236,2,0,3067.159912,15,0,-1,0,-97.39576647,49.30143454
1088,1,237,2,0,2315.01001,15,0.075012997,278.368988,1.087129951,-97.38504171,49.30128513
1089,1,238,2,0.510577023,329.6589966,15,-0.176626995,172.5359955,3.34107995,-97.34833075,49.30076614
1090,1,232,1,1.265759945,315.7139893,15,0.061133001,146.1309967,0.660004973,-97.33348167,49.30055289
1091,0,238,2,0,6043.399902,15,0,-1,0,-97.23036802,49.29901945
1092,0,238,2,0,9249.669922,15,0,-1,0,-97.4815759,49.30232429
1093,1,234,1,1.359410048,255.4640045,15,-0.0600757,240.371994,1.44114995,-97.33184089,49.30025934
1094,1,236,2,0,4027.02002,15,0.072107799,166.3370056,0.541437984,-97.40939614,49.30108325
1095,1,236,2,0,3053.929932,15,0.026104501,143.6719971,0.737487018,-97.39578398,49.30089505
1096,1,235,2,0.093737997,649.5189819,15,-0.103537999,233.6970062,4.073530197,-97.3557733,49.30033255
1097,0,238,2,0,2995.310059,15,0,-1,0,-97.27286864,49.2991229
1098,0,239,2,0,8168.200195,15,0,-1,0,-97.46674214,49.30158865
1099,1,234,2,1.074130058,285,15,0.035103399,40.43470001,0.693533003,-97.3207226,49.29955853
1100,0,240,2,0,15296.2002,15,0,-1,0,-97.56493021,49.30258006
1101,1,238,2,0,7368.819824,15,-0.0910898,69.90059662,2.821180105,-97.21225997,49.29766115
1102,0,237,2,0,4787.299805,15,0,-1,0,-97.42014686,49.30042115
1103,1,233,1,1.537619948,105,15,-0.050941002,172.1100006,6.099999905,-97.32940256,49.29914462
1104,1,236,2,0,9882.379883,15,0,-1,0,-97.17762704,49.29685013
1105,0,239,2,0,8401.429688,15,0,-1,0,-97.47006726,49.30082312
1106,0,238,2,0,6486.299805,15,-0.032134298,108.9690018,0.925414026,-97.44366741,49.30047051
1107,1,239,2,0,2150.129883,15,-0.030228199,207.2810059,0.877166986,-97.38344471,49.29964357
1108,1,233,2,0.0348997,903.3690186,15,0.191874996,32.71770096,4.386320114,-97.36488349,49.29938237
1109,1,232,2,0.039640099,879.1329956,15,0.229819998,25.08209991,3.332329988,-97.36447102,49.29937653
1110,1,230,1,0.970472991,25.60659981,15,0.325150996,102.2639999,3.986020088,-97.34261037,49.29906499
1111,0,238,2,0,1805.180054,15,0,-1,0,-97.29064132,49.29830775
1112,0,237,2,0,11036.09961,15,0,-1,0,-97.50637604,49.30102834
1113,1,236,2,0,4214.200195,15,0,-1,0,-97.41232693,49.29977422
1114,1,239,2,0,2055.550049,15,0,-1,0,-97.38221612,49.2993565
1115,1,239,2,0,1786.640015,15,0,-1,0,-97.37851273,49.29903472
1116,1,232,2,1.063030005,143.095993,15,0.036734998,128.0820007,0.960233986,-97.31995271,49.2979281
1117,0,236,2,0.136493996,724.2069702,15,0,-1,0,-97.30716692,49.29774146
1118,0,238,2,0,7495.959961,15,0,-1,0,-97.45772594,49.29957956
1119,1,237,2,0.667586982,398.8420105,15,0.019605801,103.9209976,0.776390016,-97.34965827,49.2980864
1120,0,238,2,0,12286.90039,15,0,-1,0,-97.1446856,49.2949764
1121,1,237,2,0,2562.629883,15,0,-1,0,-97.3896758,49.29838124
1122,1,235,2,0.270635009,377.9890137,15,-0.0127236,210.878006,1.433099985,-97.35420427,49.29788137
1123,1,237,2,0.534695983,437.57901,15,-0.100101002,180.6719971,1.246479988,-97.35172955,49.29784609
1124,1,229,1,1.142879963,128.1809998,15,0.097557798,37.07770157,0.447035015,-97.34018091,49.29768075
1125,1,236,2,0,10016.90039,15,0,-1,0,-97.17603715,49.29520579
1126,1,237,2,0,2707.120117,17,-0.00620373,129.3959961,1.072630048,-97.39174691,49.29814022
1127,1,236,2,0.769392014,345.651001,15,0.00846936,180,1.488899946,-97.34843894,49.29752923
1128,0,236,2,0,9186.900391,15,0,-1,0,-97.18760399,49.29484809
1129,1,236,2,0,3925.389893,15,0.087893702,187.3930054,0.923247993,-97.40867541,49.29783489
1130,1,240,2,0,1423.890015,15,0,-1,0,-97.37402884,49.29735247
1131,1,235,2,0.767127991,405.5549927,15,-0.00330442,101.7929993,0.845575988,-97.34886942,49.29699564
1132,1,229,1,1.297780037,25.60659981,17,0.0103015,2.390660048,0.075203903,-97.32453537,49.2966453
1133,0,237,2,0,11369.5,15,0,-1,0,-97.15750979,49.29410215
1134,1,235,2,0,3265.01001,15,0.0590785,33.49810028,0.581040025,-97.39960996,49.2974398
1135,1,240,2,0,1743.810059,15,-0.0648579,180.9029999,0.999391019,-97.37857469,49.29714649
1136,1,232,2,0.057624001,382.7200012,15,0.080706701,53.05619812,0.444665015,-97.35877711,49.29686694
1137,1,233,2,0.315753013,255.8820038,15,-0.046325799,201.6419983,1.183899999,-97.35465265,49.29680828
1138,1,234,2,0.45796299,288.92099,15,0.0915341,193.2649994,1.409770012,-97.35300287,49.29678477
1139,1,235,2,0.776493013,406.2070007,15,-0.149699003,180.6950073,1.477149963,-97.34887843,49.2967259
1140,1,230,1,1.177240014,129.9019928,15,0.124624997,45.85290146,3.845350027,-97.33939227,49.29658993
1141,0,239,2,0,6665.859863,15,0,-1,0,-97.22267728,49.29485328
1142,1,236,2,0,2335.909912,15,-0.019329,214.6549988,1.846140027,-97.38683258,49.29699222
1143,1,234,2,0.0400736,884.2369995,15,0.014755,283.1879883,5.540299892,-97.36662253,49.29670826
1144,1,236,2,0.751778007,200.6889954,15,-0.051807798,287.8280029,1.351109982,-97.31630503,49.2959859
1145,0,238,2,0,13546.40039,15,0,-1,0,-97.54110698,49.29877343
1146,1,236,2,0,3978.449951,15,0,-1,0,-97.40953507,49.29676725
1147,1,233,2,0.77353698,136.6660004,15,0.040169101,261.5910034,2.662659883,-97.31714826,49.29545844
1148,0,237,2,0,1428.939941,15,0,4.16008997,0.0120214,-97.29736127,49.29489864
1149,1,236,1,0,9743.709961,15,-0.0257186,189.246994,0.54252702,-97.18024054,49.29311309
1150,1,236,2,0.040541202,712.934021,15,-0.028028701,127.2610016,1.005089998,-97.36459601,49.29560011
1151,1,238,2,0.59276998,266.223999,15,0,-1,0,-97.31345485,49.29486484
1152,0,238,2,0,8385.349609,15,-0.0158574,132.0679932,1.082749963,-97.47019254,49.29677675
1153,0,237,2,0,6225.470215,15,0,-1,0,-97.44049517,49.2963797
1154,1,233,2,0.040541202,530.5419922,15,0.043774199,54.92639923,0.527772009,-97.36213033,49.2952953
1155,0,238,2,0,5140.669922,15,0,-1,0,-97.24459219,49.29356912
1156,1,236,2,0,9631.950195,15,0.0190689,18.49360085,0.107766002,-97.18190989,49.29259962
1157,0,237,2,0,7155.160156,15,0,-1,0,-97.4532899,49.29628183
1158,0,237,2,0,6105.180176,15,-0.0250997,97.84950256,0.884733021,-97.43885386,49.29608766
1159,1,237,2,1.103710055,365.7579956,15,-0.0321895,94.03859711,0.833050013,-97.34316755,49.29475504
1160,1,232,1,1.267760038,88.74240112,15,-0.017206,34.80120087,2.480890036,-97.32295886,49.29446345
1161,0,237,2,0,1965.109985,15,0,-1,0,-97.28996578,49.29397979
1162,0,237,2,0,2205.100098,15,0,-1,0,-97.28666652,49.29393091
1163,1,236,2,0,2535.090088,15,0,-1,0,-97.38978128,49.29514426
1164,1,238,2,1.206150055,171.6820068,15,-0.208168,121.4100037,1.866880059,-97.33946479,49.294432
1165,0,236,2,0,7947.950195,15,0,-1,0,-97.20543495,49.29242772
1166,1,237,2,0,3135,15,0,-1,0,-97.39803882,49.29498919
1167,1,235,2,0.040541202,675,15,-0.031833999,108.4820023,0.985809028,-97.36421928,49.29451529
1168,1,238,2,0.707145989,166.3630066,15,-0.034724198,69.01229858,0.205947995,-97.3147289,49.29380394
1169,1,236,2,0,2145,15,-0.060824599,6.456009865,1.167179942,-97.38443723,49.29452992
1170,1,235,2,0,1755,15,-0.078550503,241.6940002,4.36838007,-97.37907563,49.29445481
1171,1,235,2,0.213862002,345,15,-0.032326799,218.8739929,0.92435199,-97.35969154,49.29418122
1172,1,236,1,1.611299992,377.1289978,15,-0.152887002,100.6869965,1.562129974,-97.32793527,49.29372597
1173,1,237,2,1.482310057,284.2460022,15,-0.050618201,243.2929993,0.871442974,-97.34114164,49.29364648
1174,1,237,2,0.86937499,107.1159973,17,-0.0575528,139.697998,1.228309989,-97.31598452,49.29328251
1175,1,236,2,0,9652.019531,15,0,-1,0,-97.1819595,49.29125103
1176,1,235,2,0.040541202,736.5289917,15,9.84E-05,74.29419708,0.713941991,-97.36507091,49.29371773
1177,0,236,2,0,1129.98999,15,0,-1,0,-97.30155961,49.29280146
1178,1,237,2,0,2926,15,0,-1,0,-97.39518679,49.29387013
1179,1,235,2,0.187030002,441.6730042,15,0.079599798,258.1409912,0.904978991,-97.36095565,49.29338955
1180,1,236,1,0,7472.149902,14,0.0297448,10.83349991,0.294689,-97.21249414,49.29118779
1181,1,234,2,0,1758.199951,15,0.050790802,56.81750107,2.751760006,-97.37911101,49.29337583
1182,1,236,1,0,7477.930176,11,0.108851001,32.94689941,1.444779992,-97.2125039,49.29091807
1183,0,237,2,0,9196,15,0,-1,0,-97.48140382,49.29449584
1184,1,236,2,0,3587.570068,15,0,-1,0,-97.40427768,49.29345631
1185,1,238,2,0,1401.599976,15,0.059562702,241.9530029,2.660550117,-97.37417084,49.29303654
1186,1,237,1,1.48853004,165,15,-0.068629101,194.7319946,1.369099975,-97.34200267,49.29257935
1187,1,238,1,1.753999949,225,15,-0.0206428,144.0579987,1.279109955,-97.32921811,49.29239517
1188,0,237,2,0,11686.2002,15,0,-1,0,-97.51564579,49.29467098
1189,1,236,2,0,3079.459961,15,0.087232403,57.42710114,0.480619997,-97.39727518,49.29308951
1190,1,236,1,1.589599967,163.7319946,15,0.0528569,216.473999,1.857489944,-97.33788767,49.29225035
1191,0,237,2,0,10936.7002,15,0,-1,0,-97.50534251,49.29426827
1192,1,235,1,1.696370006,135,15,0.00224735,179.5330048,3.361850023,-97.33377274,49.2919212
1193,1,237,2,0,1743.810059,15,-0.053406999,16.1534996,0.984182,-97.37874284,49.29202131
1194,1,236,2,0.128049001,610.9619751,15,-0.00705239,235.7489929,1.001590014,-97.36265894,49.29179447
1195,1,233,1,1.773679972,128.0829926,15,-0.045203499,191.9889984,4.621759892,-97.32760501,49.29129234
1196,0,237,2,0,6381.390137,15,0,-1,0,-97.44267648,49.29263095
1197,1,236,2,0,3446.840088,15,0,-1,0,-97.40225915,49.29207906
1198,1,235,2,0,2819.47998,15,0.0216335,18.15460014,0.118010998,-97.39359845,49.29195896
1199,1,235,2,0,2431.800049,15,-0.00573245,6.973209858,0.0336904,-97.3882371,49.29188428
1200,1,229,1,1.326269984,15,18,0,-1,0,-97.3436975,49.29125431
1201,1,236,2,0,10167.2998,15,0,-1,0,-97.17545136,49.28871954
1202,1,237,2,0,1783.109985,15,0.0249044,88.91429901,0.240849003,-97.37917294,49.2914876
1203,1,229,1,1.612599969,15,18,0,-1,0,-97.33875781,49.29091351
1204,1,229,1,1.300559998,25.60659981,18,0,6.278870106,0.0121278,-97.32020945,49.29037542
1205,0,238,2,0,13340.2998,15,0,-1,0,-97.53838706,49.29307184
1206,1,235,2,0,2355.100098,15,-0.0468289,54.70809937,0.253261,-97.38702628,49.29105777
1207,0,239,2,0,14210.7998,15,0,-1,0,-97.55035607,49.29295277
1208,1,238,2,0,1224.040039,15,0.0241166,105.512001,0.496087015,-97.37095152,49.29056235
1209,0,229,1,1.245069981,105,5,0.0883433,-0.081232801,1.367949963,-97.34373365,49.29017534
1210,0,238,2,0,13462,15,0,-1,0,-97.5400528,49.29255316
1211,1,235,2,0,3194.790039,15,0,-1,0,-97.39859112,49.29067892
1212,1,235,2,0,2159.320068,15,0.062327199,181.0859985,0.865235984,-97.38415709,49.29047794
1213,1,229,1,1.506559968,105,8,0.0221138,4.657179832,0.815182984,-97.33425787,49.28976923
1214,0,237,2,0,11221.2002,15,-0.0276981,149.8809967,0.860978007,-97.16106978,49.28714212
1215,0,238,2,0,7828.839844,15,0.027267801,35.83319855,1.136289954,-97.46252352,49.29127756
1216,1,230,1,1.482839942,135,15,0.00447393,8.969849586,1.459609985,-97.33385458,49.28949354
1217,0,237,2,0,2938.51001,15,0,-1,0,-97.27735984,49.28866492
1218,1,236,2,0,7731.080078,15,0,-1,0,-97.21014692,49.28764308
1219,1,236,2,0,10434.09961,15,0.00675494,13.57180023,0.041650001,-97.1722125,49.28704909
1220,0,236,2,0,11183.5,15,0.079451501,127.7399979,0.619159997,-97.16149213,49.28687896
1221,1,235,2,0,1536.969971,15,-0.0299733,108.1360016,4.369890213,-97.3751021,49.28981119
1222,1,235,2,0.034308299,936.6300049,15,0,-1,0,-97.36602953,49.28968323
1223,1,231,1,1.475379944,165,15,-0.046371002,0,1.879950047,-97.3351008,49.28924163
1224,0,239,2,0,13795,15,0,-1,0,-97.54461354,49.2918011
1225,0,237,2,0,11517,15,0,-1,0,-97.51326841,49.29140199
1226,1,234,2,0,3060.399902,15,0,-1,0,-97.39655536,49.28984107
1227,1,236,2,0,1575.140015,15,-0.049112398,139.2700043,2.771490097,-97.37552335,49.28954724
1228,1,233,2,0.498221993,465,15,0.065302901,68.84349823,1.126590014,-97.35655361,49.28927894
1229,1,232,1,1.805490017,115.2229996,15,0.138513997,2.559789896,2.372659922,-97.32727478,49.28885871
1230,0,238,2,0,4101.200195,15,0,-1,0,-97.26129685,49.28788453
1231,0,236,2,0,3983.879883,15,0,-1,0,-97.40934836,49.28974805
1232,1,236,2,0.636372983,255,15,-0.038414001,287.5320129,1.694079995,-97.35367592,49.2889681
1233,1,237,2,1.021759987,143.095993,15,-0.0279899,175.0249939,0.71421802,-97.31614994,49.28842722
1234,0,237,2,0.0338853,906.3530273,15,0,-1,0,-97.30542844,49.28827045
1235,0,237,2,0,1141.869995,15,0,-1,0,-97.30212954,49.28822201
1236,1,236,2,0,7956.439941,15,0,-1,0,-97.20728991,49.28678916
1237,0,236,2,0,8657.209961,15,0,-1,0,-97.19739404,49.28663516
1238,0,238,2,0,10890.7002,15,0,-1,0,-97.50462371,49.29075068
1239,1,234,2,0,3041.820068,15,0.0241492,74.47530365,0.201010004,-97.39616047,49.28929585
1240,1,236,2,0,7934.569824,15,0,-1,0,-97.20771202,49.28652583
1241,0,236,2,0,4051.969971,15,0,-1,0,-97.41019051,49.2892199
1242,1,236,2,0,1127.599976,15,-0.025325,48.43170166,0.778307021,-97.36812709,49.28863339
1243,1,237,2,0,1270.930054,15,0,-1,0,-97.37019789,49.28839275
1244,0,239,2,0,9100.080078,15,-0.051694602,170.2030029,0.940608978,-97.47990336,49.28961846
1245,1,234,1,1.737069964,107.1399994,12,-0.098778099,158.503006,5.184919834,-97.32649569,49.28749807
1246,0,236,2,0,9268.919922,15,0,-1,0,-97.18918707,49.2854273
1247,1,237,2,0,2031.319946,15,0.0238168,252.3379974,0.974412978,-97.38134981,49.2880098
1248,1,238,2,0.199275002,876.052002,15,-0.020267401,225.5679932,1.08062005,-97.3623806,49.28774246
1249,1,236,2,0,9977.009766,15,0,-1,0,-97.17847689,49.28498904
1250,0,237,2,0,6625.910156,15,0,-1,0,-97.44569072,49.2886235
1251,0,237,2,0.040938701,915.2459717,15,0,-1,0,-97.30507157,49.28664598
1252,0,237,2,0,5625.040039,15,-0.073386498,71.37290192,0.496666014,-97.24033436,49.285678
1253,0,238,2,0,9854.75,15,0,-1,0,-97.49023837,49.28894438
1254,1,237,2,0,1997.369995,15,0.062479399,133.0930023,0.486822993,-97.38054273,49.28745875
1255,1,232,2,0,1670.530029,15,0.0852658,259.8880005,2.36578989,-97.37559427,49.28738927
1256,1,235,2,0,1192.76001,15,0.0674676,55.23939896,1.076789975,-97.36775925,49.28727884
1257,1,237,1,1.102409959,166.3630066,15,-0.170192003,195.4900055,2.418450117,-97.34507919,49.28695616
1258,0,229,1,1.760669947,25.60659981,5,0,-1,0,-97.32818163,49.28644299
1259,0,239,2,0,6645.169922,15,0,-1,0,-97.22633466,49.28492415
1260,1,235,2,0,2354.330078,15,-0.072355598,189.7649994,1.035859942,-97.38550883,49.28698852
1261,1,238,2,0,1885.170044,15,-0.030989001,19.75600052,0.170737997,-97.37849857,49.28689033
1262,1,236,2,0,1347.25,15,0.0307486,76.582901,0.844196975,-97.36983888,49.28676846
1263,1,237,2,0.101144999,948.0900269,15,0.017891901,16.94249916,0.098578103,-97.36324107,49.28667517
1264,1,228,1,0.840664983,25.60659981,18,0.136866003,160.7079926,0.809306979,-97.34963318,49.28648157
1265,1,231,1,1.058200002,105,15,0.0945118,220.904007,3.947540045,-97.34592197,49.28642849
1266,1,236,1,1.272349954,135,15,-0.095661603,152.7749939,1.416309953,-97.34262312,49.28638121
1267,1,234,2,0.422084987,535.6069946,15,0.156547993,90,1.488899946,-97.35747697,49.28632349
1268,0,236,2,0,8648.730469,15,0,-1,0,-97.198317,49.28395081
1269,0,236,2,0,8984.519531,15,0.0116451,65.22750092,0.136478007,-97.19295706,49.28386709
1270,1,236,2,0,10284.5,15,0,-1,0,-97.17275444,49.28354928
1271,1,229,1,0.932148993,15,16,0,-1,0,-97.34800178,49.28591851
1272,1,229,1,1.950009942,15,17,0,-1,0,-97.33315716,49.28570527
1273,1,236,2,0,7906.169922,15,0,-1,0,-97.20904673,49.28384779
1274,1,236,2,0,7966.160156,15,0,-1,0,-97.20822212,49.283835
1275,1,235,2,0,2387.360107,15,-0.00686971,228.1269989,0.917928994,-97.38553526,49.28617927
1276,1,238,2,0.784897029,265.8280029,15,0,-1,0,-97.31461084,49.28516631
1277,0,237,2,0,2630.219971,15,0.065419704,9.139610291,0.814463019,-97.28162411,49.28468034
1278,0,237,2,0,6771.279785,15,0,-1,0,-97.44739961,49.28675739
1279,1,237,2,0,1053.319946,15,0.0335542,237.5540009,1.075940013,-97.36451385,49.28561371
1280,1,237,2,0.30073601,673.9990234,15,-0.149442002,90,1.488899946,-97.35915327,49.28553769
1281,0,236,2,0,5561.160156,15,0,-1,0,-97.43050071,49.28625917
1282,1,229,1,1.574659944,45,17,0.133148998,-0.507286012,0.778032005,-97.33978193,49.28499105
1283,1,230,1,1.768180013,63.59030151,17,0.059603799,186.4649963,1.96231997,-97.33730787,49.28495547
1284,0,238,2,0,3891.540039,15,0,-1,0,-97.26432538,49.28388197
1285,1,237,2,0,1447.709961,15,-0.064025998,23.9951992,0.58018899,-97.36989225,49.28514999
1286,1,236,2,0,1095.209961,15,0.064821899,198.279007,0.898747981,-97.36494405,49.28508006
1287,1,234,2,0.380046993,530.5419922,15,-0.0588856,66.52770233,1.223469973,-97.35669709,49.28496304
1288,0,235,2,0.494058013,405.5549927,17,0.029231699,171.7689972,0.853522003,-97.35463536,49.28493369
1289,0,238,2,0,10177.7998,15,0,-1,0,-97.49443639,49.28657034
1290,1,232,2,0,1986.069946,15,-0.0161906,154.9980011,1.619400024,-97.3785605,49.2850021
1291,1,235,2,0.33603099,597.5579834,15,-0.156547993,90,1.488899946,-97.35753074,49.28470502
1292,1,231,1,1.211359978,75,15,-0.063719697,323.2409973,4.314929962,-97.34392344,49.28451076
1293,1,233,1,1.708870053,105,12,-0.089422099,0,5.850059986,-97.33856303,49.28443379
1294,1,236,2,0,1226.23999,15,0.040421002,85.64779663,0.270334005,-97.36661127,49.2845639
1295,0,229,1,1.227519989,88.74240112,15,0.166706994,295.5910034,3.520030022,-97.31960477,49.2838897
1296,1,228,1,1.29448998,49.8771019,18,0.068370797,260.2720032,1.267799973,-97.32043859,49.28363195
1297,1,238,2,0.191869006,825.2730103,15,0,-1,0,-97.360444,49.28393679
1298,1,238,2,0.681024015,262.8210144,15,-0.033762299,86.16809845,0.276634991,-97.35096024,49.2838018
1299,1,233,1,1.730059981,212.6660004,15,0.018487999,51.41120148,2.123670101,-97.32663266,49.28345197
1300,0,237,2,0,9449.610352,15,0.036431499,65.01920319,1.080180049,-97.4841681,49.28508673
1301,0,239,2,0,8319.839844,15,0,-1,0,-97.46849801,49.28488006
1302,1,237,2,1.154000044,225,15,0.035728101,101.4209976,1.285179973,-97.34396862,49.28316204
1303,0,238,2,0,12882.40039,15,0,-1,0,-97.53159983,49.28542947
1304,1,238,2,0,1053.319946,15,0,0.740745008,0.00290038,-97.36335716,49.28316849
1305,1,238,2,0.115658,921.1270142,15,0,-1,0,-97.3612955,49.28313926
1306,1,238,1,1.63451004,304.0969849,15,0.087400399,113.6800003,0.585489988,-97.33655579,49.28278567
1307,0,237,2,0,9344.740234,15,0,-1,0,-97.18482989,49.28050116
1308,0,238,2,0,8121.009766,15,0.048615798,59.33750153,0.430527002,-97.46562818,49.28430224
1309,0,237,2,0,7292.080078,15,0,-1,0,-97.45408207,49.28414831
1310,1,232,2,0,2558.409912,15,0.229884997,194.2899933,3.035680056,-97.38604449,49.28321781
1311,1,237,2,0,1593.890015,15,0,-1,0,-97.37120041,49.28300947
1312,1,239,2,0.019315699,884.2369995,15,0,-1,0,-97.30646572,49.28207859
1313,0,236,2,0,4060.399902,15,0,-1,0,-97.40831963,49.28325699
1314,0,236,2,0,5803.640137,15,0.083847202,-0.507286012,0.733601987,-97.433069,49.28332547
1315,1,234,2,0,2692.449951,15,-0.0385972,164.8769989,1.455299973,-97.38771144,49.28270134
1316,1,235,1,1.639950037,304.0969849,15,0.097392298,43.79090118,1.147959948,-97.33410912,49.28194079
1317,1,238,2,0.029259199,987.1550293,15,0,-1,0,-97.36133126,49.28206028
1318,1,237,2,0,1930.459961,15,-0.033602301,187.473999,0.96795398,-97.37577153,49.28199434
1319,0,237,2,0,1517.680054,15,0,17.30680084,0.0305022,-97.36958666,49.28190722
1320,1,238,2,0,1029.109985,15,0,-1,0,-97.36175252,49.28179638
1321,1,233,1,1.604220033,105,15,-0.021658501,150.3269958,3.931400061,-97.32959187,49.28133582
1322,0,237,2,0,7113.149902,15,0,-1,0,-97.4512378,49.28276086
1323,0,239,2,0,8919.580078,15,-0.056353301,38.39910126,0.282510996,-97.47639954,49.28282558
1324,1,238,2,0,1161.410034,15,0,-1,0,-97.3642443,49.28129195
1325,1,237,2,0.120022997,913.2769775,15,-0.038270202,59.48389816,0.417093009,-97.35970882,49.28122764
1326,1,232,1,1.537989974,65.3608017,15,-0.056815799,143.1139984,4.410840034,-97.33043471,49.28080826
1327,0,240,2,0,1771.969971,15,0,-1,0,-97.29456455,49.28028426
1328,0,239,2,0,11184,15,-0.106289998,113.836998,0.869306982,-97.50775499,49.28269511
1329,1,240,2,0.168250993,771.1519775,15,0,-1,0,-97.30983799,49.279969
1330,1,240,2,0,1499.02002,15,0,-1,0,-97.29870607,49.27980559
1331,1,238,2,0,1162.959961,15,0,-1,0,-97.3650957,49.28049439
1332,0,237,2,0,5544.629883,15,0,-1,0,-97.42860176,49.28110583
1333,0,235,2,0,3449.969971,15,0.0168199,38.64649963,0.697658002,-97.39808976,49.28068675
1334,1,238,2,0,1254.540039,15,0,-1,0,-97.36675385,49.28024797
1335,1,234,2,0.165365994,705.3189697,15,0.00195036,75.9138031,1.008749962,-97.35727077,49.28011351
1336,1,240,2,0,1490.599976,15,0.0290062,97.52929688,0.810499012,-97.29913691,49.27927218
1337,0,239,2,0,4188.060059,15,0.0290062,97.52929688,0.810499012,-97.26120709,49.27870747
1338,0,237,2,0,8660.740234,15,0,-1,0,-97.19318379,49.2776635
1339,0,237,2,0,7707.649902,15,0,-1,0,-97.45912287,49.28124709
1340,1,237,2,0,1774.51001,15,0,-1,0,-97.37459663,49.28008872
1341,1,229,1,1.174430013,25.60659981,16,0.141524002,115.0210037,1.97081995,-97.34037538,49.27960214
1342,1,232,1,1.360290051,75,15,-0.043109201,188.7200012,4.418029785,-97.3358401,49.27953689
1343,0,236,2,0,10858.59961,15,0,-1,0,-97.16021427,49.27687321
1344,0,238,2,0,10103.2998,15,0,-1,0,-97.49253074,49.28141798
1345,1,236,2,0.020877,813.1879883,15,0.122273996,60.50030136,0.698743999,-97.36017481,49.27961503
1346,1,237,2,0.839559972,259.375,15,-0.063694,136.5659943,1.838989973,-97.3436828,49.27937974
1347,1,236,2,0,6894.310059,14,0,-1,0,-97.22041205,49.27754645
1348,1,237,2,0,1757.689941,15,0,-1,0,-97.37461436,49.27954922
1349,1,240,2,0.197200999,758.2050171,15,0,2.398770094,0.038901798,-97.31153323,49.27864442
1350,1,239,2,0,1607.380005,15,0,-1,0,-97.29792791,49.27844476
1351,0,238,2,0,3874.149902,15,-0.0190902,129.5220032,1.07367003,-97.26577049,49.27796645
1352,0,236,2,0,7192.669922,15,0,-1,0,-97.21547473,49.2772004
1353,1,235,2,0.376796991,455.7139893,17,0.110183001,141.9830017,0.785561025,-97.35318365,49.27897583
1354,1,229,1,1.149580002,107.1159973,17,0.032031599,223.5299988,1.175379992,-97.34081483,49.27879884
1355,0,238,2,0,5630.319824,15,-0.039796799,57.52519989,0.681935012,-97.24021968,49.27731016
1356,1,233,1,1.384619951,128.0829926,15,-0.050149601,284.0490112,5.06690979,-97.32598153,49.27831496
1357,1,236,2,0,6982,15,0,-1,0,-97.21837993,49.2767055
1358,1,235,2,0.025798799,669.9810181,15,0,-1,0,-97.35897371,49.27851848
1359,1,235,2,0.544146001,389.7120056,15,-0.0601287,158.1620026,1.122200012,-97.34907871,49.27837749
1360,0,237,2,0,5436.109863,15,0,-1,0,-97.42618789,49.27918387
1361,1,231,2,0.605656028,429.2730103,15,0.00793873,168.0559998,4.793270111,-97.34702628,49.27807827
1362,1,239,2,0,1738.119995,15,0,-1,0,-97.29672824,49.27734758
1363,0,239,2,0,12918.90039,15,0,-1,0,-97.5313397,49.28029866
1364,1,240,2,0.00316967,994.4219971,15,0,-1,0,-97.30745655,49.2772354
1365,0,236,2,0,7802,15,0,-1,0,-97.2048052,49.2756857
1366,1,228,1,0.615393996,447.6489868,16,0.174584001,131.173996,0.967931986,-97.34539518,49.27751517
1367,0,237,2,0,3610.02002,15,0.00253977,203.4069977,0.893332005,-97.26994981,49.27640988
1368,1,238,2,0,1095.209961,15,0,-1,0,-97.36601838,49.27753886
1369,1,232,1,1.148470044,262.8210144,15,0.020564299,300.5119934,2.142889977,-97.34128141,49.27718631
1370,1,234,1,1.208130002,212.9629974,15,0.018517399,197.4570007,2.029949903,-97.33179904,49.27704976
1371,1,239,2,0,1401.599976,15,0,-1,0,-97.30170329,49.27661121
1372,0,236,2,0,3831.639893,15,0,-1,0,-97.40395802,49.2777994
1373,1,235,2,0.492891014,389.7120056,15,0.425711989,188.2200012,3.932569981,-97.31572958,49.2765467
1374,0,239,2,0,13321.90039,15,-0.033118699,88.18119812,0.733601987,-97.53673209,49.27928762
